CreatedAt,score
2018-03-23 00:00:00+00:00,609.0
2018-03-23 01:00:00+00:00,2110.0
2018-03-23 02:00:00+00:00,1916.0
2018-03-23 03:00:00+00:00,2156.0
2018-03-23 04:00:00+00:00,2014.0
2018-03-23 05:00:00+00:00,1817.0
2018-03-23 06:00:00+00:00,1993.0
2018-03-23 07:00:00+00:00,2373.0
2018-03-23 08:00:00+00:00,1966.0
